track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
Say So,Doja Cat,88,Hot Pink,80,0.787,0.673,-4.583,0,11,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,237893
Blinding Lights,The Weeknd,93,After Hours,90,0.514,0.73,-5.934,1,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,200040
Supalonely (feat. Gus Dapperton),BENEE,67,Hey u x,63,0.862,0.631,-4.746,1,7,0.0515,0.291,0.000209,0.123,0.841,128.978,4,223488
Savage,Megan Thee Stallion,82,Suga,70,0.843,0.741,-5.609,1,11,0.334,0.0252,0,0.096,0.68,168.983,4,155497
Moral of the Story,Ashe,68,Moral of the Story,76,0.572,0.406,-8.624,1,10,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,201084
Rain On Me (with Ariana Grande),Lady Gaga,84,Rain On Me (with Ariana Grande),74,0.672,0.855,-3.764,1,9,0.0397,0.021,0,0.323,0.646,123.056,4,182200
Babylon,Lady Gaga,84,Chromatica,64,0.698,0.799,-4.372,1,2,0.0342,0.0129,5.46e-06,0.215,0.351,115.957,4,161733
Replay,Lady Gaga,84,Chromatica,66,0.658,0.878,-3.875,1,1,0.123,0.00792,0,0.944,0.683,122.015,4,186653
My Oh My (feat. DaBaby),Camila Cabello,82,Romance,75,0.724,0.491,-6.024,1,8,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,170746
Physical,Dua Lipa,88,Future Nostalgia,75,0.647,0.844,-3.756,1,0,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,193829
Glitter,BENEE,67,FIRE ON MARZZ,66,0.801,0.589,-5.157,1,7,0.0485,0.0863,0,0.162,0.58,116.934,4,180147
Put Your Records On,Ritt Momney,60,Put Your Records On,77,0.399,0.491,-10.778,0,6,0.0538,0.0563,0.00089,0.11,0.151,91.066,4,210463
Stuck with U (with Justin Bieber),Ariana Grande,87,Stuck with U,82,0.597,0.45,-6.658,1,8,0.0418,0.223,0,0.382,0.537,178.765,3,228482
Break My Heart,Dua Lipa,88,Future Nostalgia,78,0.73,0.729,-3.434,0,4,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,221820
Selfish,Madison Beer,71,Life Support,66,0.375,0.461,-6.202,1,9,0.0279,0.627,0,0.386,0.233,75.217,4,223270
LEMONS - Demo,Brye,48,LEMONS (Demo),57,0.501,0.168,-13.682,0,4,0.304,0.901,0,0.134,0.514,82.574,4,193208
The Less I Know The Better,Tame Impala,78,Currents,84,0.64,0.74,-4.083,1,4,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,216320
Buttercup,Jack Stauber,62,Pop Food,72,0.705,0.373,-9.066,1,7,0.0384,0.723,0.81,0.289,0.551,120.046,4,208026
Dissolve,Absofacto,56,Thousand Peaces,68,0.688,0.582,-10.668,0,6,0.0542,0.23,0.000157,0.0663,0.872,85.486,4,224661
Sunday Best,Surfaces,71,Where the Light Is,77,0.878,0.525,-6.832,1,5,0.0578,0.183,0,0.0714,0.694,112.022,4,158571
Airplane Mode,Limbo,50,Holo,0,0.665,0.373,-10.631,1,7,0.158,0.852,0.118,0.108,0.07,119.905,4,164113
Chinese New Year,SALES,61,Chinese New Year,66,0.744,0.845,-7.422,0,4,0.253,0.759,0.232,0.1,0.749,75.221,4,160000
LMK,Lil Xxel,51,LMK,65,0.748,0.457,-7.56,1,6,0.0465,0.0292,0.000294,0.444,0.464,123.035,4,188293
Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,29,Why Is Everything Chrome (Lean Swag Rock Wit It),46,0.915,0.392,-11.548,1,7,0.475,0.112,0,0.0319,0.675,139.94,4,151018
Figure It Out,Blu DeTiger,51,Figure It Out,54,0.747,0.554,-6.154,0,8,0.289,0.493,0.000425,0.332,0.585,96.988,4,164318
They Call Me Tiago (Her Name Is Margo),Tiagz,47,They Call Me Tiago (Her Name Is Margo),57,0.878,0.578,-7.581,1,0,0.0722,0.196,0.433,0.0965,0.148,100.996,4,154455
My Heart Went Oops,Tiagz,47,My Heart Went Oops,51,0.96,0.412,-11.281,1,1,0.607,0.119,0,0.0903,0.49,121.027,4,128926
Muffins In The Freezer,Tiagz,47,Muffins In The Freezer,47,0.965,0.412,-8.696,1,0,0.434,0.0778,1.12e-06,0.0867,0.486,120.03,4,106016
Beggin',Madcon,61,Conquest,61,0.715,0.796,-4.889,0,4,0.0534,0.0284,0,0.0658,0.431,129.04,4,218707
Kolors,monte booker,47,Soulection White Label - Monte Booker,56,0.718,0.403,-11.064,0,2,0.205,0.263,1.56e-06,0.228,0.636,129.582,4,177856
Play Date,Melanie Martinez,78,Cry Baby (Deluxe Edition),78,0.68,0.729,-5.077,1,5,0.0475,0.612,0,0.224,0.446,123.97,4,179867
Ride It,Regard,71,Ride It,81,0.88,0.751,-4.258,0,7,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4,157606
No Idea,Don Toliver,78,No Idea,2,0.651,0.631,-5.717,0,6,0.0896,0.519,0.000579,0.165,0.35,127.994,4,154424
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,83,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),54,0.92,0.833,-3.18,1,1,0.253,0.0277,0,0.0596,0.645,141.034,4,165726
Cannibal,Kesha,76,Cannibal (Expanded Edition),66,0.71,0.68,-4.676,1,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,4,194253
Lottery (Renegade),K CAMP,63,Wayy 2 Kritical,56,0.915,0.556,-8.601,1,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,4,170947
Bad Boy,Yung Bae,57,Bad Boy,62,0.861,0.82,-4.807,0,1,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,4,187571
Hard Times,Paramore,75,After Laughter,73,0.695,0.818,-5.379,0,5,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,182693
death bed (coffee for your head),Powfu,71,death bed (coffee for your head),82,0.726,0.431,-8.765,0,8,0.135,0.731,0,0.696,0.348,144.026,4,173333
Backyard Boy,Claire Rosinkranz,63,Backyard Boy (Stripped),70,0.817,0.635,-7.246,1,5,0.163,0.323,0,0.0738,0.454,138.015,4,129241
cardigan,Taylor Swift,93,folklore,79,0.613,0.581,-8.588,0,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4,239560
Beef FloMix,Flo Milli,67,"Ho, why is you here ?",62,0.879,0.733,-3.953,0,11,0.142,0.216,0,0.274,0.913,117.039,4,147692
Psycho!,MASN,60,How To Kill A Rockstar,68,0.876,0.312,-10.17,1,7,0.0521,0.443,0,0.247,0.377,114.973,4,197217
Party Girl,StaySolidRocky,59,Party Girl,71,0.728,0.431,-9.966,0,6,0.0622,0.749,0,0.0996,0.629,130.022,4,147800
Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,0,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,218107
Producer Man,Lyn Lapid,61,Producer Man,62,0.66,0.639,-5.364,0,10,0.223,0.129,0,0.256,0.75,173.994,4,141673
ily (i love you baby) (feat. Emilee),Surf Mesa,64,ily (i love you baby) (feat. Emilee),78,0.674,0.774,-7.567,0,11,0.0892,0.0686,0.00188,0.393,0.33,112.05,4,176547
Mariposa,Peach Tree Rascals,60,Mariposa,74,0.676,0.525,-5.88,1,9,0.028,0.617,0,0.356,0.421,112.011,4,210000
FML,Arizona Zervas,66,Living Facts,0,0.816,0.59,-5.961,0,2,0.121,0.0854,0,0.108,0.612,100.137,4,222961
Savage Love (Laxed - Siren Beat),Jawsh 685,63,Savage Love (Laxed - Siren Beat),77,0.767,0.481,-8.52,0,0,0.0803,0.234,0,0.269,0.761,150.076,4,171375
Stunnin',Curtis Waters,53,Stunnin',2,0.906,0.604,-8.332,0,11,0.0746,0.329,0,0.255,0.899,99.996,4,144013
Deep End,Fousheé,65,Deep End,68,0.711,0.592,-7.136,0,4,0.23,0.758,0,0.156,0.535,124.749,4,141224
Freak,Doja Cat,88,Freak,72,0.688,0.716,-5.702,1,7,0.0385,0.0969,0,0.0989,0.373,116.912,3,284480
Funny Thing,Thundercat,69,It Is What It Is,72,0.586,0.893,-8.772,1,7,0.439,0.827,0.642,0.212,0.65,140.023,3,116630
Money Trees,Kendrick Lamar,88,"good kid, m.A.A.d city",79,0.716,0.531,-7.355,1,7,0.122,0.0703,0,0.224,0.344,71.994,4,386907
Wait a Minute!,WILLOW,76,ARDIPITHECUS,86,0.764,0.705,-5.279,0,3,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,4,196520
Eyes Blue Like The Atlantic,Sista Prod,56,Eyes Blue Like The Atlantic,0,0.736,0.279,-16.926,0,9,0.903,0.65,0.000312,0.246,0.476,76.431,4,154550
Mood (feat. iann dior),24kGoldn,74,El Dorado,83,0.701,0.716,-3.671,0,7,0.0361,0.174,0,0.324,0.732,91.007,4,140533
Mad at Disney,salem ilese,66,Mad at Disney,72,0.738,0.621,-7.313,1,0,0.0486,0.424,7.39e-06,0.692,0.715,113.968,4,136839
Boss Bitch,Doja Cat,88,Boss Bitch,78,0.707,0.955,-4.593,0,10,0.222,0.127,0,0.202,0.575,125.989,4,134240
Falling,Trevor Daniel,66,Falling,15,0.785,0.431,-8.756,0,10,0.0364,0.123,0,0.0887,0.236,127.085,4,159382
Moon (And It Went Like),Kid Francescoli,56,Play Me Again,66,0.662,0.657,-10.002,1,7,0.0345,0.288,0.856,0.102,0.0584,117.986,4,390639
Just Fine,Mary J. Blige,70,Growing Pains,62,0.923,0.795,-3.61,0,11,0.117,0.0394,0.000565,0.101,0.588,123.021,4,242133
Smile,Lily Allen,67,"Alright, Still (Deluxe)",71,0.632,0.639,-5.938,1,5,0.0259,0.00143,0,0.221,0.733,95.506,4,196893
Bulletproof,La Roux,65,La Roux,71,0.674,0.882,-2.771,0,3,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,4,205733
Heather,Conan Gray,81,Kid Krow,86,0.357,0.425,-7.301,1,5,0.0333,0.584,0,0.322,0.27,102.078,3,198040
Juicy,Doja Cat,88,Hot Pink,73,0.785,0.652,-2.607,1,0,0.0668,0.102,0,0.0697,0.484,170.024,4,203093
Blueberry Faygo,Lil Mosey,70,Certified Hitmaker,75,0.774,0.554,-7.909,1,0,0.0383,0.207,0,0.132,0.349,99.034,4,162547
American Boy,Estelle,65,Shine,78,0.727,0.729,-2.99,1,0,0.326,0.171,0,0.07,0.512,117.932,4,284733
Can't Stop Singing,Ross Lynch,62,Teen Beach Movie,60,0.513,0.69,-4.986,1,0,0.0341,0.51,0,0.102,0.777,96.881,4,145920
Like That (feat. Gucci Mane),Doja Cat,88,Hot Pink,46,0.874,0.487,-6.032,1,2,0.194,0.237,0,0.0978,0.371,106.052,4,163173
Gimme Love,Joji,85,Nectar,65,0.484,0.632,-6.917,1,5,0.0976,0.695,0.0243,0.209,0.0736,126.384,3,214558
Mine,Bazzi,72,COSMIC,24,0.719,0.803,-3.834,1,4,0.0795,0.0148,4e-06,0.29,0.712,142.966,4,133995
What They Want,Russ,77,There's Really A Wolf,72,0.71,0.404,-10.04,0,1,0.379,0.484,0,0.0953,0.398,139.553,4,165853
La La La,Naughty Boy,60,La La La,58,0.754,0.677,-4.399,0,6,0.0316,0.112,0,0.111,0.254,124.988,4,220779
ROXANNE,Arizona Zervas,66,ROXANNE,78,0.621,0.601,-5.616,0,6,0.148,0.0522,0,0.46,0.457,116.735,5,163636
Homage,Mild High Club,62,Skiptracing,0,0.546,0.468,-8.167,1,5,0.0287,0.153,0.00257,0.321,0.416,73.372,4,177493
Opaul,Freddie Dredd,72,Opaul,63,0.822,0.871,-4.095,1,1,0.214,0.00567,0.391,0.101,0.648,145.062,4,140527
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",Jodi Benson,53,The Little Mermaid,60,0.387,0.132,-15.142,1,5,0.0386,0.914,0.000707,0.281,0.323,100.0,4,195493
Relationship (feat. Future),Young Thug,84,Beautiful Thugger Girls,69,0.842,0.597,-6.336,1,2,0.0627,0.00252,0,0.124,0.298,145.992,4,215307
Borderline,Tame Impala,78,The Slow Rush,78,0.621,0.873,-3.067,0,5,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,4,237800
Renee,SALES,61,Renee,65,0.924,0.386,-8.183,1,9,0.0548,0.755,0.00253,0.118,0.424,108.957,4,179125
Don't Start Now,Dua Lipa,88,Don't Start Now,79,0.794,0.793,-4.521,0,11,0.0842,0.0125,0,0.0952,0.677,123.941,4,183290
Freak (feat. REI AMI),Sub Urban,67,Thrill Seeker,69,0.619,0.45,-11.965,0,7,0.515,0.433,0,0.513,0.41,179.755,4,194000
Candy,Doja Cat,88,Amala,71,0.689,0.516,-5.857,1,8,0.0444,0.513,0,0.163,0.209,124.876,4,190920
Ophelia,The Lumineers,76,Cleopatra,77,0.664,0.573,-6.519,1,5,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,160097
Violent Crimes,Kanye West,90,ye,0,0.665,0.417,-6.731,0,1,0.524,0.374,0,0.186,0.04,110.111,4,215320
Someone To You,BANNERS,65,Someone To You,0,0.511,0.93,-3.649,1,2,0.0441,0.0056,0,0.242,0.673,75.01,4,219813
Plastic Hearts,Miley Cyrus,81,Plastic Hearts,70,0.551,0.756,-4.948,1,2,0.0652,0.0511,0,0.0765,0.618,175.984,4,205733
Primadonna,MARINA,73,Electra Heart,50,0.66,0.689,-2.671,0,4,0.0337,0.0884,0,0.0922,0.427,127.98,4,221075
Check It Out,will.i.am,72,Pink Friday (Complete Edition),53,0.848,0.694,-4.272,1,1,0.0572,0.0493,1.15e-05,0.105,0.728,130.075,4,251013
Hood Baby,KBFR,36,Hood Baby,53,0.974,0.472,-11.848,0,11,0.447,0.0488,0.000157,0.116,0.806,126.065,4,110063
Shoota (feat. Lil Uzi Vert),Playboi Carti,82,Die Lit,79,0.673,0.649,-8.433,0,1,0.196,0.188,0,0.122,0.47,153.075,4,153800
I Just Want to Be the One You Love,Boxout,44,I Just Want to Be the One You Love,62,0.497,0.349,-8.749,0,9,0.0877,0.967,0.037,0.228,0.251,140.551,1,80842
Make You Mine,PUBLIC,61,Make You Mine,77,0.606,0.799,-4.452,1,9,0.0261,0.0128,0,0.15,0.638,103.014,4,232907
To Be So Lonely,Harry Styles,91,Fine Line,73,0.758,0.436,-7.269,1,0,0.0418,0.618,1.61e-05,0.335,0.605,104.959,4,192080
Hotel Room Service,Pitbull,82,Hotel Room Service,63,0.849,0.599,-8.164,1,6,0.227,0.00301,0.000249,0.0763,0.761,126.003,4,238507
M to the B,Millie B,40,M to the B,58,0.897,0.513,-6.973,0,10,0.309,0.571,0,0.101,0.692,139.935,4,137744
Say So (feat. Nicki Minaj),Doja Cat,88,Say So (feat. Nicki Minaj),65,0.856,0.641,-4.64,0,11,0.204,0.119,4.97e-06,0.427,0.745,111.004,4,206221
What's My Name?,Rihanna,87,Loud,54,0.69,0.786,-2.959,1,2,0.0692,0.229,0,0.0797,0.583,100.049,4,263173
Whatcha Say,Jason Derulo,80,Jason Derulo (Deluxe Audio),59,0.615,0.711,-5.507,1,11,0.0779,0.0444,0,0.145,0.711,144.036,4,221253
Hey Julie! (feat. Lil Yachty),KYLE,66,Hey Julie! (feat. Lil Yachty),51,0.801,0.505,-5.829,1,11,0.293,0.0446,9.52e-06,0.122,0.757,161.059,4,156443
Crush,Tessa Violet,56,Bad Ideas,65,0.91,0.402,-9.55,1,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993,4,216267
Mr. Blue Sky,Electric Light Orchestra,70,Out of the Blue,80,0.388,0.338,-10.054,1,10,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4,303373
Myron,Lil Uzi Vert,85,Eternal Atake (Deluxe) - LUV vs. The World 2,73,0.771,0.654,-6.976,0,8,0.298,0.055,0,0.214,0.573,155.047,4,224955
I'm Looking for Mrs. Bubblegum,Memetown,20,I'm Looking for Mrs. Bubblegum,29,0.977,0.39,-10.025,1,1,0.302,0.214,6.06e-06,0.058,0.962,124.036,4,281313
Partition,Beyoncé,89,BEYONCÉ [Platinum Edition],71,0.418,0.441,-11.522,0,11,0.283,0.029,0.0707,0.306,0.172,175.928,4,319467
Lets Link,WhoHeem,48,Lets Link,1,0.839,0.683,-9.232,0,10,0.165,0.00667,0,0.241,0.522,120.003,4,159955
Are You Bored Yet? (feat. Clairo),Wallows,71,Nothing Happens,79,0.682,0.683,-6.444,0,8,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4,178000
Trampoline,SHAED,59,MELT,64,0.689,0.412,-7.523,0,7,0.0301,0.488,0.00016,0.0659,0.537,126.754,4,184060
Paper Planes,M.I.A.,67,Kala,77,0.447,0.848,-6.175,1,2,0.222,0.033,7.46e-05,0.65,0.485,172.253,4,205200
She Belongs to the Streets (Toxic),Rontae Don't Play,24,She Belongs to the Streets (Toxic),39,0.893,0.296,-15.774,1,1,0.907,0.00348,0,0.176,0.321,130.145,4,147697
OUT WEST (feat. Young Thug),JACKBOYS,65,JACKBOYS,77,0.802,0.591,-4.895,1,8,0.225,0.0104,0,0.196,0.309,139.864,4,157712
Breathe,Years & Years,70,Take Shelter,62,0.746,0.486,-7.004,1,10,0.0344,0.222,1.41e-06,0.123,0.417,92.057,4,233228
Yellow Hearts,Ant Saunders,52,Yellow Hearts,68,0.866,0.438,-8.943,1,7,0.0719,0.177,0,0.0743,0.695,129.039,4,223258
Needs,Verzache,61,Needs,68,0.813,0.601,-7.552,0,11,0.116,0.189,0.0002,0.426,0.855,118.981,4,177479
"Sofia the First Main Title Theme - From ""Sofia the First""",Cast - Sofia the First,44,Sofia the First,54,0.655,0.789,-3.995,1,4,0.0489,0.423,0,0.13,0.66,92.968,4,52867
Mi Pan Su Su Sum,Miel Pops,0,Mi Pan Su Su Sum,0,0.696,0.375,-7.543,1,3,0.493,0.27,0,0.269,0.688,101.073,4,351467
Wasabi,Little Mix,77,LM5 (Deluxe),66,0.847,0.656,-4.976,1,2,0.115,0.00451,0.000854,0.143,0.234,114.001,4,154787
CITY OF ANGELS,24kGoldn,74,DROPPED OUTTA COLLEGE,72,0.686,0.541,-4.993,0,0,0.0493,0.042,0,0.0675,0.724,120.082,4,112493
Rags to Riches,YoungBoy Never Broke Again,84,Until Death Call My Name (Reloaded),47,0.763,0.604,-5.754,1,1,0.114,0.0838,0,0.261,0.18,147.893,4,116757
Hatchback,Cochise,68,Hatchback,62,0.734,0.692,-6.227,0,2,0.0555,0.0221,0,0.224,0.348,77.994,4,149145
VIBEZ,DaBaby,82,KIRK,71,0.768,0.652,-2.708,0,1,0.307,0.113,0,0.107,0.777,154.187,4,144935
Obnimi (Remix),Okean Elzi,46,Obnimi (Remix),64,0.714,0.845,-4.234,0,7,0.0856,0.199,0.00762,0.372,0.51,75.985,4,229671
All About Cake (feat. Coi Leray & Kaash Paige),KyleYouMadeThat,37,All About Cake,30,0.905,0.521,-4.318,1,1,0.443,0.213,3.87e-05,0.175,0.533,131.115,4,179871
Lose Control,MEDUZA,74,Lose Control,78,0.598,0.526,-8.659,0,10,0.0415,0.129,0,0.14,0.529,123.935,4,168387
Coño,Puri,56,Coño,60,0.847,0.573,-6.032,1,0,0.253,0.00739,0.0149,0.0845,0.332,99.919,4,137595
Grow A Pear,Kesha,76,Cannibal (Expanded Edition),60,0.863,0.667,-3.891,1,0,0.0508,0.0154,0.000341,0.125,0.892,120.011,4,208867
Say So - Japanese Version,Rainych,51,Say So (Japanese Version),59,0.732,0.668,-6.768,1,2,0.0444,0.775,5.23e-06,0.224,0.705,111.001,4,242327
Photo ID,Remi Wolf,65,I'm Allergic To Dogs!,63,0.822,0.66,-3.637,1,1,0.0819,0.111,0,0.143,0.802,113.956,4,265263
TROLLZ (with Nicki Minaj),6ix9ine,71,TROLLZ (with Nicki Minaj),5,0.744,0.422,-8.946,1,1,0.294,0.0319,0.00011,0.11,0.493,180.006,4,202667
Working Bitch,Ashnikko,69,"Hi, It's Me",58,0.928,0.392,-7.537,0,3,0.0563,0.0374,0,0.107,0.454,102.023,4,177866
Like That (feat. Gucci Mane),Doja Cat,88,Hot Pink,75,0.879,0.498,-6.027,0,4,0.18,0.239,0,0.0967,0.405,106.044,4,163173
Rags2Riches 2 (feat. Lil Baby),Rod Wave,78,Pray 4 Love (Deluxe),4,0.874,0.443,-9.628,0,5,0.241,0.147,0,0.124,0.298,118.004,4,235988
Work Out,J. Cole,84,Cole World: The Sideline Story,80,0.831,0.427,-6.903,1,2,0.106,0.0531,0,0.307,0.216,93.004,4,235320
The Box,Roddy Ricch,80,Please Excuse Me for Being Antisocial,81,0.896,0.586,-6.687,0,10,0.0559,0.104,0,0.79,0.642,116.971,4,196653
Calabria 2008,Enur,51,Raggatronic,54,0.891,0.657,-5.552,0,10,0.165,0.00833,0.0026,0.054,0.453,125.995,4,230657
Lalala,Y2K,63,Lalala,75,0.843,0.39,-7.899,1,2,0.0846,0.178,0,0.137,0.495,129.972,4,160627
Ben 10 - Theme Song,Kids Superstars,42,"Cartoon Heroes, Vol. 5",33,0.738,0.799,-7.036,1,7,0.0556,0.249,0,0.35,0.882,142.094,4,61466
The Dice Beat Pt. 1,Ricky Desktop,55,The Dice Beat Pt. 1,34,0.946,0.269,-10.061,1,1,0.567,0.018,0.068,0.108,0.0999,125.95,4,100000
Crimewave,Crystal Castles,66,Crystal Castles,66,0.746,0.691,-7.533,0,4,0.0403,0.184,0.0259,0.205,0.888,119.982,4,258453
Mr. Sandman,The Chordettes,52,The Chordettes' Best,56,0.616,0.426,-8.399,1,9,0.0421,0.634,0,0.0695,0.589,110.395,4,143613
Toy,Netta,51,Toy,64,0.786,0.712,-5.349,0,3,0.0678,0.0706,0,0.236,0.795,130.144,4,180231
Tonight You Belong To Me,Patience & Prudence,39,The Best Of Patience & Prudence,52,0.68,0.32,-7.544,0,10,0.0289,0.954,0,0.0948,0.769,108.07,4,115227
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,60,"Call Me Crazy, But...",69,0.657,0.574,-9.484,0,1,0.0407,0.016,8.1e-05,0.172,0.211,119.992,4,281080
All I Want,Olivia Rodrigo,85,High School Musical: The Musical: The Series (Original Soundtrack),75,0.376,0.43,-6.585,0,0,0.0328,0.0902,0,0.0912,0.129,77.599,3,177323
Stronger,Kanye West,90,Graduation,20,0.617,0.717,-7.858,0,10,0.153,0.00564,0,0.408,0.49,103.992,4,311867
